"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Wayne Wang","Peter Newman, Wayne Wang","Ellen Benjamin Wong, Wayne Wang, Miranda July, Paul Auster, Siri Hustvedt","Artisan Entertainment","Artisan Entertainment","Drama","English","Apr 20, 2001, Wide","Jan 1, 2007","$1.1M","1h 26m","Surround","Scope (2.35:1)","Desire carries two young people into deep, uncharted emotional waters in Wayne Wang's candid drama ""The Center of the World."" A story of a straightforward sexual arrangement that disintegrates into emotional chaos, the film explores what happens when our fantasies of pleasure, power and love collide with the messy, unpredictable reality of human feelings.",34,40,"The Center of the World"
