"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michael Wadleigh","Bob Maurice","Warner Home Vídeo, Warner Bros.","Warner Brothers, Wadleigh-Maurice","R","Documentary","English","Mar 26, 1970, Original","Nov 7, 2014","$20.8K","3h 4m","Stereo","In 1969, 500,000 people descended on a small patch of field in a little-known town in upstate New York called Woodstock. In this documentary, the iconic event is chronicled in unflinching detail, from the event's inception all the way through to the unexpected air-delivery of food and medical supplies by the National Guard. The film contains performances, interviews with the artists and candid footage of the fans in a defining portrait of 1960s America.",100,92,"Woodstock"
