"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jean-Pierre Dardenne, Luc Dardenne","Jean-Pierre Dardenne, Luc Dardenne, Denis Freyd","Jean-Pierre Dardenne, Luc Dardenne","Sony Pictures Classics","Lucky Red","R (Language|Brief Sexuality|Nudity)","Drama","Albanian","Jul 31, 2009, Limited","Jan 1, 2012","$337.7K","1h 35m","Lorna (Arta Dobroshi), a young Albanian woman living in Belgium, has hopes of opening a cafe with her boyfriend, an itinerant worker who visits when he can. She marries Claudy, a local junkie, to secure legal residency and collaborates with Fabio (Fabrizio Rongione), a low-life cab driver who arranges a hefty payoff for her to marry a Russian mobster. Lorna wants to divorce Claudy; but Fabio wants him to overdose. She knows nothing of the threatening underworld in which she will be enmeshed.",85,69,"Lorna's Silence"
