"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Zack Snyder","Lawrence Gordon, Lloyd Levin, Deborah Snyder","David Hayter, Alex Tse","Warner Bros.","Lawrence Gordon Productions, Lloyd Levin","R (Nudity|Language|Sexuality|Strong Graphic Violence)","Action, Adventure, Fantasy","English","Mar 6, 2009, Wide","Dec 31, 2010","$107.5M","2h 43m","In an alternate 1985 America, costumed superheroes are part of everyday life. When one of his former comrades is murdered, masked vigilante Rorschach (Jackie Earle Haley) uncovers a plot to kill and discredit all past and present superheroes. As he reconnects with his retired associates, only one of which has true powers, Rorschach glimpses a far-reaching conspiracy involving their shared past and catastrophic consequences for the world's future.",65,71,"Watchmen"
