"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jean-Luc Godard","Jean-Luc Godard, Dolores Hitchens","Royal Films International, Criterion Collection, Rialto Pictures","Anouchka Films, Dorsay Films","Crime, Drama","French (Canada)","Aug 5, 1964, Original","May 6, 2016","Jan 7, 2003","$37.7K","1h 37m","Mono","Cinephile slackers Franz (Sami Frey) and Arthur (Claude Brasseur) spend their days mimicking the antiheroes of Hollywood noirs and Westerns while pursuing the lovely Odile (Anna Karina). The misfit trio upends convention at every turn, be it through choreographed dances in cafés or frolicsome romps through the Louvre. Eventually, their romantic view of outlaws pushes them to plan their own heist, but their inexperience may send them out in a blaze of glory -- which could be just what they want.",94,91,"Band of Outsiders"
