"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Michael Powell","James Mason, Michael Powell","Nautilus Productions","R","Drama","English","May 14, 1969, Original","Apr 1, 2010","1h 39m","A New York artist (James Mason) goes to an island on Australia's Great Barrier Reef and hires a girl (Helen Mirren) to be his model.",100,48,"Age of Consent"
