"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Woody Allen","Letty Aronson, Stephen Tenenbaum, Edward Walson","Woody Allen","Amazon Studios, Lionsgate Films","Perdido Productions","PG-13 (Smoking|A Drug Reference|Some Violence|Suggestive Material)","Romance, Comedy","English","Jul 29, 2016, Wide","Oct 18, 2016","$11.1M","1h 36m","Looking for an exciting career, young Bobby Dorfman leaves New York for the glitz and glamour of 1930s Hollywood. After landing a job with his uncle, Bobby falls for Vonnie, a charming woman who happens to be his employer's mistress. Settling for friendship but ultimately heartbroken, Bobby returns to the Bronx and begins working in a nightclub. Everything falls into place when he finds romance with a beautiful socialite, until Vonnie walks back into his life and captures his heart once again.",71,56,"Café Society"
