"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"King Vidor","Joseph Bernhard, King Vidor","Silvia Richards","Bernhard-Vidor Productions Inc.","Drama","English","Oct 19, 2004","1h 22m","Ruby (Jennifer Jones) is a poor Southern girl who hopes to marry a rich man. Her boyfriend, Boake (Charlton Heston), doesn't think she's the marrying type, but wealthy businessman Jim Gentry (Karl Malden) happily makes her his bride. After Gentry dies in a suspicious accident, Boake renews his interest in Ruby, even though it seems as if she was responsible. Her unstable brother, Jewel (James Anderson), however, believes she must atone for her sins.",63,50,"Ruby Gentry"
