"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"James Toback","Joseph H. Kanter, Emile Savia","James Toback","Triton Pictures","American Playhouse","R","Documentary","French (Canada)","May 11, 1990, Wide","$9.0K","1h 21m","Writer-director James Toback turns his camera on a variety of people from all walks of American life and asks them to share their thoughts on the basics of our existence. The main questions about the origin of humanity and the purpose of our lives on Earth elicit interesting answers from his subjects, and prompt even more questions. His interviewees run the gamut, from a basketball star (Darryl Dawkins) to an astronomer (Fred Hess) to a 7-year-old boy (Max Brockman).",80,45,"The Big Bang"
