"Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jeremy Podeswa","Fine Line Features","Canadian Television, Movie Network, Five Senses Productions, Alliance Atlantis Communications, Canadian Broadcasting Corporation, Harold Greenberg Fund, Téléfilm Canada","R","Drama","English","May 18, 1999, Original","Jan 23, 2001","$497.1K","1h 45m","Dolby Digital","""The Five Senses"" is a drama pivoting around the five senses -- touch, taste, hearing, smell and vision -- and the impact that each has on a group of individuals searching for an intimate human connection. The story takes place in Toronto over an intense three-day period in which a young child has disappeared, galvanizing the public and media's attention. Against this dramatic backdrop, five characters that live or work in the same building explore the primary senses in very personal ways.",74,79,"The Five Senses"
