"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Francesco Rosi","Nicola Carraro, Franco Cristaldi","Raffaele La Capria","RAI Radiotelevisione Italiana, Action Films, Vides Cinematografica","Drama","Italian","Sep 23, 2003","$77.9K","1h 58m","In 1935, Italian artist and activist Carlo Levi (Gian Maria Volonte) is exiled to the remote village of Eboli for taking a stand against Mussolini's fascist regime. Although intended as a punishment, the experience soon proves to be an uplifting one for Levi. As he uses his medical knowledge to help the local villagers (Irene Papas, Paolo Bonacelli), he finds himself inspired by their spirit and ability to maintain their values while in the depths of poverty.",90,77,"Eboli"
