"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Tom Rice","Tracy Ford, Tom Rice","Tom Rice","PG-13 (Elements of Violence)","Drama","English","Nov 8, 2002, Original","Oct 28, 2003","1h 29m","Dolby Stereo, Dolby A, Dolby SR, Dolby Digital, Surround","In 1940s Mississippi, family and friends (Elise Neal, Mark Webber) support an unmarried woman (Laurel Holloman) after a soldier impregnates her.",13,80,"The Rising Place"
