"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Ray Burdis","Andrew Loveday, Mike Loveday","Ray Burdis","Drama","English","Oct 21, 2014","1h 42m","Paul grows up in a crime-ridden area and is hired by a mob boss as a teenager. He rises through the ranks until the boss' son and a rival gang set him up to be arrested. As he sits in prison, his gang is systematically taken apart and killed.",20,44,"The Wee Man"
