"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Gabriele Salvatores","Mario Cecchi Gori, Vittorio Cecchi Gori, Gianni Minervini","Miramax Films","Miramax, Silvio Berlusconi Communications","R","Comedy","English","Mar 22, 1991, Original","1h 45m","When a group of Italian soldiers washes up on a Greek island after the Allies sink their ship, the men initially believe that the region is deserted. However, they discover that the islanders have been in hiding, and the soldiers, winning the trust of the locals, gradually become part of the community. As the Italians, including Lt. Raffaele Montini (Claudio Bigagli), ease into an idyllic existence, they begin to forget about war and pursue romance with the lovely women of the island.",80,91,"Mediterraneo"
