"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Dan O'Bannon","Tom Fox","Dan O'Bannon","Metro-Goldwyn-Mayer","Hemdale, Greenberg Brothers Partnership, Fox Films Ltd.","R","Horror, Comedy, Sci-Fi","English","Aug 16, 1985, Original","Sep 16, 2008","1h 31m","When foreman Frank (James Karen) shows new employee Freddy (Thom Mathews) a secret military experiment in a supply warehouse, the two klutzes accidentally release a gas that reanimates corpses into flesh-eating zombies. As the epidemic spreads throughout Louisville, Ky., and the creatures satisfy their hunger in gory and outlandish ways, Frank and Freddy fight to survive with the help of their boss (Clu Gulager) and a mysterious mortician (Don Calfa).",91,79,"The Return of the Living Dead"
