"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"David Schmoeller","Hope Perello","David Schmoeller","Empire Pictures, Full Moon Entertainment","R","Horror","English","Aug 10, 2016","1h 30m","Ultra-Stereo, Surround","Academy (1.33:1)","Assailed by nightmarish visions, Alex Whitaker (Paul Le Mat) and his fellow psychics descend on the Bodega Bay Inn. There, they discover that their compatriot Neil (Jimmie F. Scaggs) has apparently committed suicide. But, as the gruesome visions continue, they sense that there's still something sinister afoot. When they find themselves hunted by a band of homicidal marionettes created by twisted puppeteer Andre Toulon (William Hickey), they discover they're right.",43,40,"Puppet Master"
