"Director","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Grigoriy Aleksandrov, Sergei M. Eisenstein","Grigoriy Aleksandrov, Sergei M. Eisenstein, John Reed","Grapevine Video, Amkino Corporation","Sovkino","History, Drama","Sep 24, 1928, Original","Dec 2, 2016","1h 45m","The October Revolution of 1917 is presented in this documentary-like Soviet silent film. Beginning with the crumbling of the Russian monarchy, the production depicts the growing conflicts at Petrograd, with Soviet hero V.I. Lenin (Vasili Nikandrov) leading the rebellion that results in the overthrow of the tsar's Winter Palace. In addition to its historically rooted narrative, the film is renowned for its inventive use of striking montage imagery.",93,77,"October"
