"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Eric Schaeffer","Daniel Einfeld","R","Comedy","English","Apr 21, 2017","1h 24m","A cabby (Eric Schaeffer) and a bartender (Donal Lardner Ward) try to find perfect girlfriends and make a movie in New York.",88,20,"My Life's in Turnaround"
