"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Marina de Van","Laurence Farenc","Marina de Van","Wellspring Cinema","Canal+","Drama","French (Canada)","Nov 7, 2003, Wide","Apr 20, 2004","$31.0K","1h 33m","Dolby SR, Dolby Digital","Flat (1.85:1)","A Parisian marketing professional, Esther (Marina de Van) has a gruesome secret. She's been obsessed with the damage she can inflict upon her own body ever since sustaining a deep cut in an accident. Esther cuts her flesh with knives, scissors and other sharp household objects. Her behavior, of course, deeply worries her boyfriend Vincent (Laurent Lucas), but Esther can't stop harming herself. Soon her self-mutilation places her in mortal danger.",66,65,"In My Skin"
