"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Fleischer","Stanley Rubin","RKO Radio Pictures","RKO Radio Pictures Inc.","Crime, Drama","English","May 4, 1952, Original","Apr 1, 2012","1h 11m","Tense story of a tough cop attempting to transport the widow of a gangster to the trial in which she'll testify. They undertake a rail journey from Chicago to Los Angeles with their lives constantly under threat from hit men on the train, who will stop at nothing to prevent her from testifying.",100,88,"The Narrow Margin"
