"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Klaudia Reynicke-Candeloro","Gabriella de Gara, Michela Pini, Tiziana Soudani","Klaudia Reynicke-Candeloro","Amka Films Productions","Drama","Italian","1h 23m","Dolby Digital","A 30-year-old woman with agoraphobia finally succeeds in leaving her house and new challenges push her limits even further.",86,NA,"Love Me Tender"
