"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Josef von Sternberg","Jules Furthman","G","Drama","English","May 30, 2006","1h 52m","During the Cold War, a Russian jet enters air space over Alaska and is escorted to an American air base. The pilot, Anna Marladovna (Janet Leigh) demands asylum but refuses to provide information on Soviet activities. Col. Jim Shannon (John Wayne) receives orders to befriend Anna in order to win her confidence and gather information. The pilots compete with each other but gradually fall in love. When it appears Anna may be deported, Jim marries her -- only to discover that she may be a spy.",67,40,"Jet Pilot"
