"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Gregg Araki","Andrea Sperling, Yves Marmion, Gregg Araki","Gregg Araki","Trimark Pictures","Desperate Pictures, Why Not Productions, Blurco","R","Drama","English","Oct 25, 1995, Original","Apr 7, 2023","Aug 7, 2007","1h 10m","Stereo","Teens Jordan White (James Duval) and Amy Blue (Rose McGowan) pick up a handsome drifter named Xavier Red (Johnathon Schaech). Red tends to create combustible situations -- for example, a trip to a convenience store leads to a clerk getting decapitated. Afterward, the trio voyages through small-town America, where Amy is accosted by various men claiming to be her lovers, and she and Jordan find themselves drawn to Xavier. But can any amount of sex lift the sense of doom hanging over them?",55,62,"The Doom Generation"
