"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"John Badham","W.D. Richter","Universal Pictures","R","Horror, Drama, Romance","English","Feb 12, 2014","1h 49m","Surround","A man washes ashore in England after a shipwreck and is found by Mina Van Helsing (Jan Francis). The man introduces himself as Count Dracula (Frank Langella) of Transylvania, and proceeds to integrate himself into the lives of Mina and her friend Lucy Seward (Kate Nelligan). However, when Mina dies and her father, Prof. Van Helsing (Laurence Olivier), attributes her death to a vampire, evidence indicates that Count Dracula is the monster, and Lucy is his next target.",61,58,"Dracula"
