"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jerry Jameson","Michael Scheff","Universal Pictures","Universal/Universal Int","PG","Mystery & Thriller, Action","English","Mar 11, 1977, Original","Aug 13, 2015","1h 53m","The story about the mid-air hijack of a multi-millionaire's private 747 carrying a collection of priceless works of art. The terrified pilot is forced by the hijackers to fly low to avoid radar detection and, as a result, the plane hits an oil rig and crashes into the sea. As the stricken airliner sinks, its passengers and crew are faced with a nightmare fight for survival.",40,32,"Airport '77"
