"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Rouben Mamoulian","Arthur Freed","Irving Brecher, Jean Holloway, Eugene O'Neill, Frances Goodrich, Albert Hackett","Metro-Goldwyn-Mayer","Metro Goldwyn Mayer","Musical","English","Jun 16, 1948, Wide","Jul 20, 2010","1h 32m","A publisher's (Walter Huston) son (Mickey Rooney) courts a girl (Gloria De Haven) in circa-1900 Connecticut.",71,40,"Summer Holiday"
