"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Mervyn LeRoy","Warner Bros. Pictures","First National Pictures","Crime, Drama","English","Sep 26, 1931, Original","Nov 18, 2016","1h 29m","To increase newsstand sales, ""New York Evening Gazette"" managing editor Joseph Randall (Edward G. Robinson) is pushed to revive a 20-year-old murder case involving Nancy Voorhees (Frances Starr), who shot the father of her child for his infidelity. Nancy is now married and happily planning the marriage of her daughter, Jenny (Marian Marsh). Randall sends unscrupulous reporter T. Vernon Isopod (Boris Karloff) inside to get the scoop, but publishing the story has disastrous consequences.",91,79,"Five Star Final"
