"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"John G. Young","Paul Pagnucco","John G. Young","Strand Releasing","Drama","English","Jul 15, 2005, Original","$509","1h 15m","In upstate New York, Jeannette (Pamela Holden Stewart), a divorcée, lives with her companion, Martin (Wayne Lamont Sims), an HIV-positive artist. Since Martin is gay and ill, the relationship they share is based on everything but sex. One day, Jeannette finds her estranged daughter, Sierra (Maggie Burkwit), on her doorstep with a new husband, Andrew (Darien Sills-Evans), hoping to get her hands on an inheritance. During their stay, secrets and lies are exposed.",68,30,"The Reception"
