"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jiri Sádek","Matej Chlupacek","Michal Samir","Drama, Horror","Czech","Oct 15, 2019","1h 30m","A mother and daughter start a new life in a remote house. When the daughter discovers that her mother has lied about her father, their relationship begins to wither.",80,30,"The Noonday Witch"
