"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Carol Reed","Edward Black","Sidney Gilliat, Frank Launder, Gordon Wellesley","Kino Video, 20th Century Fox, The Roan Group","Twentieth Century Fox, Gaumont","Mystery & Thriller","English","Dec 29, 1940, Wide","Jun 29, 2010","1h 33m","Mono","When the Nazis take Prague, Dr. Bomasch (James Harcourt) escapes, but his daughter, Anna (Margaret Lockwood), is taken to a concentration camp. There she meets Karl (Paul Henreid), a Czech man who helps her escape. She flees with Karl to England where her father is already working for the Royal Navy, guarded by undercover agent Dickie Randall (Rex Harrison). No sooner are they reunited when Karl, actually an SS agent, steals father and daughter back to Germany. It is up to Randall to save them.",89,73,"Night Train to Munich"
