"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Federico Fellini","Dino De Laurentiis","Federico Fellini, Ennio Flaiano, Tullio Pinelli","Paramount Pictures","Dino de Laurentiis Corp., Les Films Marceau","Drama","Italian","Dec 31, 1957, Original","Dec 17, 2021","May 1, 2008","$823.6K","1h 50m","Mono","Flat (1.37:1)","The magnificent Giulietta Masina (Fellini's wife) plays an eternally optimistic Rome streetwalker with a heart of gold and a head of cotton candy in her husband's Oscar-winning masterpiece. This funny, poignant classic inspired the musical ""Sweet Charity"" and is a must-see for Fellini fans.",100,94,"Nights of Cabiria"
