"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Olivier Assayas","Georges Benayoun, Philippe Carcassonne","Olivier Assayas","Zeitgeist Films, Vértigo Films S.L., Polygram, UPF (Universal Pictures France) [fr], Artificial Eye","SofyGram, Dacia Films, Centre National de la Cinematographie, Canal+, Sofica Sofinergie 5, Cinéa","Drama","French (Canada)","Feb 10, 1998, Wide","May 27, 2003","$68.2K","1h 51m","Surround, Dolby Digital","Adrien (François Cluzet), a writer who has had only marginal commercial success, discovers that he is dying and tells his friend Gabriel (Mathieu Amalric), with whom he has had a tumultuous relationship. Gabriel tries to attend to his friend while making sense of his complicated romantic life, torn between dependable Jenny (Jeanne Balibar) and volatile Anne (Virginie Ledoyen). Meanwhile, other friends of Adrien struggle to assess their lives and careers in the wake of his revelation.",78,75,"Late August, Early September"
