"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michael Lindsay-Hogg","Michael Lindsay-Hogg","Avenue Pictures Productions, BBC","R","Romance, Comedy","English","Apr 12, 1991, Limited","Jun 1, 2007","$201.6K","1h 37m","Surround","Residing in an upscale London hotel, Americans Jake (John Malkovich) and Tina (Andie MacDowell) are living a glamorous dream from which they are about to receive a startling wake-up call. It turns out the pair have been spending far beyond their means, and the bill is finally due. In a pinch, they concoct an insurance fraud scheme involving a very valuable sculpture. Then the statue is stolen by a deaf-mute cleaning lady (Rudi Davies), and the couple is shocked to find out it's missing.",77,36,"The Object of Beauty"
