"Director","Creator","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Sergio Castellitto","Margaret Mazzantini","Margaret Mazzantini","RAI Cinema","Drama","Italian","1h 40m","A separated couple try to repair their broken love.",80,30,"You Can't Save Yourself Alone"
