"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Michael Gornick","Laurel, New World","R","Horror","English","Jul 19, 2016","$12.3M","1h 29m","This second horror anthology presents more eerie tales based on Stephen King stories. One episode finds a cigar-store Native American statue coming to life to avenge the death of the shop owner (George Kennedy) and his wife (Dorothy Lamour). Another features a group of teens menaced by a blob-like creature. The final installment follows a wealthy and callous woman (Lois Chiles) who hits a hitchhiker with her car and decides to flee the scene, but the victim isn't inclined to remain dead.",29,41,"Creepshow 2"
