"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"James Bridges","Columbia Pictures","IPC Films","PG","Mystery & Thriller, Drama","English","Mar 16, 1979, Wide","Mar 1, 2011","2h 2m","Flat (1.85:1)","A news reporter (Jane Fonda) and her cameraman (Michael Douglas) are unintentional witnesses to a SCRAM incident, an emergency core shutdown procedure at a nuclear power plant in California. The crew prevents a catastrophe, but the plant supervisor (Jack Lemmon) begins to suspect the plant is in violation of safety standards, and tries desperately to bring it to the attention of the public, fearing that another SCRAM incident will produce an atomic disaster.",88,81,"The China Syndrome"
