"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"James Ivory","David L. Wolper, Ismail Merchant","Arianna Huffington, Ruth Prawer Jhabvala","Warner Bros.","Merchant Ivory Productions, David L. Wolper Productions","R","Biography","English","Sep 4, 1996, Original","Jun 9, 2016","$2.0M","2h 3m","Stereo","World-renowned painter Pablo Picasso (Anthony Hopkins) is notorious for his infidelity, but his French lover, Françoise Gilot (Natascha McElhone), manages to weather her stormy relationship with him better than many other women. While serving as Picasso's muse and the mother of two of his children, Gilot -- an artist in her own right -- has to contend with his relationships with other women, including his wife, dancer Olga Khokhlova (Jane Lapotaire), and photographer Dora Maar (Julianne Moore).",35,60,"Surviving Picasso"
