"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Franklin J. Schaffner","Peter Bart, Max Palevsky","Paramount Pictures","PG","Adventure","English","Mar 9, 1977, Original","Jul 1, 2013","1h 45m","A Hemingwayesque artist (George C. Scott) plays and drinks in the 1940s Bahamas, visited by his first wife (Claire Bloom) and three sons.",91,63,"Islands in the Stream"
