"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"David Charbonier, Justin Powell","Ryan Scaringe, Meghan Weinstein, Carter Armstrong","David Charbonier, Justin Powell","IFC Midnight","R (Some Disturbing Violence)","Horror, Mystery & Thriller","English","May 14, 2021, Limited","May 14, 2021","$124.6K","1h 22m","Scope (2.35:1)","A mute boy is trapped in his apartment with a sinister monster when he makes a wish to fulfill his heart's greatest desire.",86,69,"The Djinn"
