"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Tony Richardson","Jim Beach, Neil Hartley, Pieter Kroonenburg, David J. Patterson","Tony Richardson","Orion Pictures","R","Comedy, Drama, LGBTQ+","English","Mar 9, 1984, Original","Sep 16, 2008","1h 50m","Surround","Based on the novel by John Irving, this unusual comedic drama follows the exploits of the eccentric hotel-operating Berry family. While there are many strange dynamics between the various members of the Berry clan, arguably the most unconventional is the almost incestuous relationship that young, handsome John (Rob Lowe) has with his pretty sister, Franny (Jodie Foster). As the patriarch, Win (Beau Bridges), tries to keep his family together, unexpected events occur, changing them all forever.",71,50,"The Hotel New Hampshire"
