"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jean Negulesco","Jerry Wald","Mann Rubin, Edith R. Sommer","20th Century Fox","Twentieth Century Fox","Drama","English","Oct 9, 1959, Wide","Apr 6, 2014","2h 1m","Three ambitious working girls of 1950s Manhattan share their secretarial work and later a home together: Gregg (Suzy Parker) is an aspiring actress whose director is using her; April (Diane Baker) is left pregnant and alone; and Caroline (Hope Lange) finds solace in the arms of an editor (Stephen Boyd). Together the three contend with romantic disappointments, office politics and the threat that their dreams for a fulfilling career will be cut short by marriage, children and inertia.",57,59,"The Best of Everything"
