"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Paul Bogart","New Line Cinema","R","Musical, Comedy","English","Oct 4, 2016","$4.9M","1h 58m","Surround","Arnold Beckoff (Harvey Fierstein) is looking for love and acceptance, but as a gay man working as a female impersonator in 1970s New York City, neither come easily. After a series of heartaches, Arnold believes he has found the love of his life in Alan (Matthew Broderick), and the couple make plans to adopt. But when tragedy strikes, Arnold's life is shaken to its very core, leading to a confrontation with his overbearing mother (Anne Bancroft), who has never approved of her son's lifestyle.",77,91,"Torch Song Trilogy"
