"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Deon Taylor","Sean Sorensen","Peter A. Dowling","Screen Gems, Sony Pictures Entertainment","Screen Gems, Royal Viking Entertainment","R (Violence and Language)","Mystery & Thriller, Crime, Drama, Action","English","Oct 25, 2019, Wide","Oct 26, 2019","$22.0M","1h 48m","Scope (2.35:1)","A rookie policewoman in New Orleans inadvertently captures the shooting death of a young drug dealer on her body cam. After realizing the murder was committed by corrupt cops, she teams up with the only person from the community who's willing to help her. Now, she finds herself on the run from both the vengeful criminals and the lawmen who desperately want to destroy the incriminating footage.",49,93,"Black and Blue"
