"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"William Graham","Universal Pictures","Universal/Universal Int","G","Drama","English","Nov 10, 1969, Wide","Nov 30, 2016","1h 33m","Dr. John Carpenter (Elvis Presley) takes the job of running a health center in a low-income district. He enlists three women to help out who -- unbeknownst to him -- are actually nuns in street clothes. The church wants to improve the neighborhood but fears that nuns in full habit would not be well received. Unaware of her unavailability, John falls for Sister Michelle (Mary Tyler Moore), serenading her with his guitar -- which, luckily for him, effectively wears away at her religious resolve.",10,64,"Change of Habit"
