"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jon Turteltaub","Martha Chang","Edward Emanuel","Touchstone Pictures, Sheen Productions Inc.","PG","Kids & Family, Comedy","English","Aug 7, 1992, Limited","Jan 1, 2014","$29.0M","1h 24m","Surround","Young siblings Rocky (Michael Treanor), Colt (Max Elliott Slade) and Tum Tum Douglas (Chad Power) arrive for their summer stay with their Ninjutsu master grandpa (Victor Wong), who has passed down his vast knowledge of martial arts to the boys. But they're accosted by the criminal Snyder (Rand Kingsley), a rogue ex-student of Grandpa's who kidnaps the boys as part of a scheme to get to their FBI agent dad, Sam (Alan McRae). But Snyder doesn't know just how skilled his abductees are.",35,53,"3 Ninjas"
