"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Bresson","Raoul Ploquin","Robert Bresson, Denis Diderot, Jean Cocteau","Les Films Raoul Ploquin","Drama","French (Canada)","Mar 11, 2003","1h 30m","Socialite Helene (María Casares) is shocked when her lover, Jean (Paul Bernard), says he wants to end their relationship. Helene conceals her anguish and callously begins plotting revenge. She then meets the beautiful Agnes (Elina Labourdette), an ex-prostitute, and decides to introduce her to Jean. As he and Agnes fall in love, Helene dutifully conceals the young woman's dark secrets -- that is, until Jean marries Agnes, and Helene coldly decides to break the news.",100,79,"Les Dames du Bois de Boulogne"
