"Director","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Dorota Kedzierzawska","Drama","Polish","1h 33m","An 11-year-old escapes from an orphanage and must survive on his own.",63,81,"I Am"
