"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Risa Bramon Garcia","Betsy Beers, David Gale, Van Toffler","Paramount","R","Romance, Comedy","English","Mar 18, 2008","$6.9M","1h 41m","Surround","This ensemble comedy follows an array of young people in New York City on New Year's Eve. Among the numerous characters looking for love and fun are impulsive artist Ellie (Janeane Garofalo) and punks Tom (Casey Affleck) and Dave (Guillermo Diaz), who meet up with Stephie (Gaby Hoffmann) and Val (Christina Ricci), two girls from Long Island. Also interacting with various partygoers are a pensive bartender (Ben Affleck) and a taxi driver (Dave Chappelle) who operates a disco in his cab.",30,59,"200 Cigarettes"
