"Director","Producer","Screenwriter","Genre","Original Language","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Oskar Roehler","Stefan Arndt","Oskar Roehler","Drama","German","Jun 9, 2006","Apr 17, 2020","$2.7K","1h 56m","Dolby SRD","Three siblings blame their father for their dysfunctional lives. Hans (Moritz Bleibtreu) ogles every attractive woman who comes into the library and spies on them in the restroom. Werner (Herbert Knaup), a Green Party politico, seems put together but his home life is a disaster and his wife has an unhealthy relationship with their son. Agnes (Martin Weiss), formerly Martin before a sex change, pines for an American fashion designer who cannot fulfill his desires.",40,57,"Agnes and His Brothers"
