"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"John Carpenter","John Carpenter","John Carpenter, Dan O'Bannon","G","Sci-Fi","English","Jan 7, 2020","1h 23m","Mono","35mm, 16mm, Flat (1.85:1)","A satiric look at the problems experienced by a crew of bumbling astronauts on a mission to destroy rogue planets.",74,65,"Dark Star"
