"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Steven Soderbergh","Gregory Jacobs","Deborah Eisenberg","Warner Bros., Extension 765, LS Productions, HBO Films","R (Language)","Comedy, Drama","English","Dec 10, 2020","1h 53m","Scope (2.35:1)","The story of a celebrated author (Meryl Streep) who takes a journey with some old friends (Candice Bergen and Dianne Wiest) to have some fun and heal old wounds. Her nephew (Lucas Hedges) comes along to wrangle the ladies as well as her literary agent (Gemma Chan) who is desperate to find out about her next book.",87,49,"Let Them All Talk"
