"Director","Producer","Screenwriter","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Joan Micklin Silver","Griffin Dunne, Mark Metcalf, Amy Robinson","Joan Micklin Silver","PG","Drama","English","1h 37m","Charles (John Heard) meets Laura (Mary Beth Hurt) in the the government office where they both work and is instantly smitten. Unfortunately, Laura is not completely unattached but merely separated from her husband. Charles optimistically pursues a relationship with her -- an endeavor made more difficult by his exasperating roommate, Sam (Peter Riegert), and his somewhat daft mother, Clara (Gloria Grahame). Charles and Laura fall in love nevertheless, but struggle with their friends and family.",90,92,"Head Over Heels"
