"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Shane Carruth","Shane Carruth","Shane Carruth","ThinkFilm","PG-13 (Brief Language)","Drama, Sci-Fi","English","Jan 16, 2004, Original","Nov 18, 2016","$424.8K","1h 18m","Intellectual engineers Aaron (Shane Carruth) and Abe (David Sullivan) build and sell error-checking technology with the help of their friends Robert (Casey Gooden) and Phillip (Anand Upadhyaya). But when Aaron and Abe accidentally invent what they think is a time machine, Abe builds a version capable of transporting a human and puts the device to the test. As the two friends obsess over their creation, they discover the dark consequences of their actions.",73,79,"Primer"
