"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Hsiao-hsien Hou","Hsiao-hsien Hou, T'ien-wen Chu, Eric Heumann","T'ien-wen Chu","Palm Pictures","3H Films, Paradis Films, Orly Films","R","Drama","Chinese","May 19, 2001, Original","Oct 8, 2001","Feb 28, 2017","$14.8K","2h 0m","A stylish and seductive submersion into the techno-scored neon nightlife of Taipei, Hou's much-misunderstood marvel stars Shu Qi (The Assassin) as an aimless bar hostess drifting away from her blowhard boyfriend and towards Jack Kao’s suave, sensitive gangster. Structured as a flashback to the then-present from the then-future of 2011, it's a transfixing trance-out of a movie, drenched in club lights, ecstatic endorphin-rush exhilaration, and a nagging undercurrent of ennui.",84,70,"Millennium Mambo"
