"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Allan Moyle","Robert Stigwood, Jacob Brackman","Associated Film Distribution","R","Drama","English","Oct 17, 1980, Limited","1h 51m","A late-night New York disc jockey (Tim Curry) follows the punk-rock antics of two runaway teenage girls (Trini Alvarado, Robin Johnson).",50,73,"Times Square"
