"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Frank Tashlin","20th Century Fox","20th Century Fox","Comedy","English","Jun 7, 1967, Original","Jan 30, 2007","1h 38m","An industrial spy (Doris Day) for a cosmetics firm falls for another (Richard Harris) who may not be on her side.",14,60,"Caprice"
