"Director","Producer","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Sachin Yardi","Ashvini Yardi","Drama","Hindi","May 31, 2019","1h 40m","A gifted but insecure woman has a transformative experience when she asks a con man to help recover her stolen car.",17,74,"Chopsticks"
