"Director","Producer","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Agnes B.","Christophe Audeguis, Agnes B.","Agnes B., Jean-Pol Fargeau","Drama","French (Canada)","2h 1m","An 11-year-old runaway with an absent mother and abusive father disappears on a field trip and finds solace with a Scottish truck driver.",24,36,"My Name Is Hmmm..."
