"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Dan Ireland","Dan Lupovitz","James Still","Cineville, Columbia TriStar","R","Romance, Comedy","English","1h 40m","Surround","When bisexual porn star Valentino (Vincent D'Onofrio) meets new-in-town hustler Gary (Thomas Jane), there is an immediate attraction between the two. Valentino helps get Gary a job at a phone-sex company, and they become fast friends and lovers, but tension threatens their relationship when Gary and Valentino's friend Mary (Salma Hayek) becomes involved. When Valentino finds out he is dying of AIDS and Mary is going to have his child, the three must work through hard times together.",22,53,"The Velocity of Gary"
