"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Phil Joanou","Andre Morgan, Albert S. Ruddy, Leslie Greif","James Lee Burke","R","Mystery & Thriller","English","Oct 30, 2017","$5.0M","2h 6m","When a plane crashes near his New Orleans home, ex-cop Dave Robicheaux (Alec Baldwin) rescues a young girl from the debris. He and his wife, Annie (Kelly Lynch), adopt her, never suspecting that the child might be connected to criminal activity -- specifically, to local crime boss Bubba Rocque (Eric Roberts). After Dave is attacked by thugs one night, he goes after them looking to settle the score. Unfortunately, Annie is murdered in the backlash, causing Dave to fall into an alcoholic spiral.",16,31,"Heaven's Prisoners"
