"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Zu Quirke","Jeremy Gold, Marci Wiseman","Zu Quirke","Blumhouse Television","Horror, Mystery & Thriller","English","Oct 13, 2020","1h 30m","Scope (2.35:1)","Inside the halls of an elite arts academy, a timid music student begins to outshine her more accomplished and outgoing twin sister when she discovers a mysterious notebook belonging to a recently deceased classmate.",63,40,"Nocturne"
