"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michael Haneke","Marin Karmitz, Alain Sarde","Michael Haneke","Miramax Films","Miramax","Drama","Romanian","Nov 30, 2001, Limited","Oct 13, 2015","$95.2K","1h 58m","Surround","In Paris, one incident is seen through the eyes of several people -- Anne (Juliette Binoche), a stressed actress thirsty for success; her boyfriend Georges (Thierry Neuvic), who is a photographer; Romanian immigrant Maria (Luminita Gheorghiu), who is not legally allowed to work in France and Amadou, (Ona Lu Yenke), a caring teacher who is sympathetic to marginalized people. All become swept up in racial tensions and legal issues that stem from a single, careless act of littering.",75,79,"Code Unknown"
