"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Samuel Fuller","Raymond A. Klune","Samuel Fuller, Jesse Lasky Jr.","20th Century Fox","Adventure","English","Feb 6, 1954, Original","May 22, 2007","1h 43m","Mercenary sub commander, Captain Adam Jones (Richard Widmark), sells his services to noted atomic scientist Professor Montel (Victor Francen) and his daughter, Denise (Bella Darvi). Professor Montel is convinced the Communists are about to launch a nuclear attack on Korea from an island in the Arctic and blame it on the United States. Captain Jones does not care about politics, but the earnest Professor and his supporters win him over to their cause and they try to thwart the Communist's plans.",80,38,"Hell and High Water"
