"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mark Pellington","Tom Gorai, Sigurjon Sighvatsson","Dan Wakefield","Lakeshore Entertainment, PolyGram Filmed Entertainment","R","Drama","English","Sep 19, 1997, Original","$86.2K","1h 43m","Surround, Stereo","Korean War--era veterans and ex-classmates ""Gunner"" Casselman (Ben Affleck) and ""Sonny"" Burns (Jeremy Davies) reunite upon their return home. Gunner, who spent the war years abroad, is trying to convince his mother that his gal Marty (Rachel Weisz) is good enough for him, while Sonny, who was stationed stateside, is torn between loyal Buddy (Amy Locane) and tempting Gale Ann (Rose McGowan). As they commiserate, the men realize that they're outgrowing the lives they lived before the war.",65,25,"Going All the Way"
